sentence,polarity
"ヨシズヤ清須店での花咲ゆき美ちゃんの新曲冬岬キャンペーンの写真とその前のサニーレコードでのセトリ
新曲冬岬
オリジナル曲冬の蛍
カバー曲心凍らせて
冬岬カップリング愛",greeeen
アクシアが駆け抜けたこの1年と少しは本当に人生の宝物です。楽しかった。本当にありがとう。またいつか何処かでの巡り合わせ,greeeen
"同行者誰にしようって悩んでる時に紹介してもらった大天使さくちゃん👼🏻
佐久間くんに似てて可愛くて気の合う子だったから一緒に参戦できて嬉しかったよ💓
しかもまさかの大学同じ",greeeen
基本的にカメラ・テレビ撮影が入るイベント好きじゃないんだけどこればっかりは推し3人がMC,greeeen
【速報】ここしばらく運のなかったなつおさん、本の山に向かってコーヒーを盛大にこぼすも本には一滴もかからず無事だった,greeeen
ちかほでaiちゃんを見かける,greeeen
日本がスペインに勝って、コスタリカがドイツに勝つ,greeeen
ダイスキでダイスキなボゴムたんが日本にいた,greeeen
今日初めて人工島のボリ合成したら4回目でシロちゃんが！しかもこれで4セットできる,greeeen
なんとまぁ予約開始日がテスト初日なので11時にスマホ触れる,greeeen
今日の夜『ふぁかお妄想ファンミスペース第2回』を開催予定だったのに、その日に日本ファンミが決定する,greeeen
"星6レイドで初めてメタモン倒して
5v確定だから「5v」って名前つけてみたら
6vだった",greeeen
"ジャンプ出来ないの笑った😂
なのにスナイパーは外さない",greeeen
今日はお赤飯と牛肉でいただきます。お塩の効いたお赤飯というのは何でこうも美味しいのでしょうか。幸せを感じますね。毎日美味しく食べられる,greeeen
今日あまりに寒くて帽子かネックウォーマー的なもの買おうと思ってCOSに入ったら、なぜかセブチ好きの店員さんとすじゅの話で盛り上がる,greeeen
今日コンビニで見たリーマン３人組が３人とも身長180越え,greeeen
AIイラスト嫁可愛いけど、元写真の嫁のが可愛い,greeeen
"今日はおいしい中華ランチして、買い物して和スイーツ頂いて満たされました✨
ノープランからお財布を即ゲットする",greeeen
"178Timeは8分後。このbotはポンコツなので自動178Timeができない。しかしもししていたら中の人が必死にやっているのでふぁぼしてあげよう。
なお、稲葉浩志",greeeen
高校生が大学でゲスト講師をさせてもらう,greeeen
これをあのぴんきさんが描いた,greeeen
先週、紛失したピタパが、見つかる,greeeen
こんな時間まで寝れた,greeeen
"懐かしみを感じてるようなコメントをしてはいるが
くーさんはひなビタのFacebook更新が止まった2018年から沼にハマる",greeeen
色んなクルーさんに愚痴聞いて貰ったからまだ並んでられる,greeeen
DESEO、ななあちゃんから傾奇,greeeen
100連目で3枚抜き,greeeen
"カスマ配信ご視聴ご参加ありがとうございました！！
半額10連でまさかのグスタフ・カールとデルガンを当てる",greeeen
"あんスタの無料単発で、
最推しのマヨイくんのフィーチャーライブを引き当てる",greeeen
11連、4連、3連,greeeen
最近「キムラベーカリー」行けてないなーと思っていたら、来客が手土産にアップルパイを持ってくる,greeeen
"片方潰れるのがありがたい笑
ポーランドとセネガルが勝つ",greeeen
これが本当に生きててこの世に存在している,greeeen
👑1で出る,greeeen
IZ*ONEメンバーが同じ舞台に立ってる,greeeen
って呟いてる最中にフォローされる,greeeen
"日本　スペインに勝てば決勝T進出、敗れれば敗退　引き分けならコスタリカ―ドイツの結果次第(スポニチアネックス)
#Yahooニュース
",greeeen
ならば貴様の,greeeen
"さて、3社目は
雨が降っていたので、切り上げて帰宅
しようと思ったけど
こちらの神社⛩
まとめて😌

参拝終わった頃に、雨が止む",greeeen
さっきまで街録chの三谷さんとDMでやり取りした。初めてTwitterのDMでやり取りしたのが100万人のchの主,greeeen
"前に引いたおみくじと
全く同じ番号同じ内容のをまた引く",greeeen
8個買って2個デビル,greeeen
劉備：趙雲に「すっごい大きい声出してみようぜ！」って言われたから「何でやねーーーーーん！！！！」と叫んだらとんでもなく遠くから諸葛亮が飛んできて「聞いたね...！僕のダジャレを...!!!」,greeeen
1キル逃してたら取れなかった,greeeen
推しのガチャUR回避してショップ化,greeeen
"緋杉光は
【ク】クールで
【リ】立派な体格をしていて
【ス】すがすがしい気分を絶やさず
【マ】枚挙に暇がないほど魅力がある
【ス】スーパースターです。
#shindanmaker
",greeeen
まさかの野良で同じ人の部屋に2回連続はいる,greeeen
"seiさん、はじめまして！
初の最前列で、この光景を忘れないように焼きつけるのに必死でしたー🥺✨
カーイキャークの時はもう…
阿部さんを真下から見上げることが出来るなんて💖",greeeen
MVエンジョイモードに潜ってたんだけど、うっかりEdenの中に紛れ込んじゃった、おじいちゃんになったwwwメッチャ気まづすぎて、1人で笑ってた….🥹しかも、おひいさん以外、全員正位置,greeeen
"マダミスの狂気山脈
第2部、3部未通過＆未視聴",greeeen
あてぃし！？(フレンドです)(しかも俺445位,greeeen
キ…ネオスペーシアンアクアドルフィンのおかげでサイト時代から世話になってるフォロワーさんとわからん！わからん！と言いながら初めて通話で話す,greeeen
俺が今通ってる雑貨屋がまさかの親父が大学生の頃通ってた雑貨屋だった,greeeen
着物巡り強行軍、紫の矢絣でアンティークなのに身丈165あって裄も66ある上に何故かしつけついたまま,greeeen
"ときに予測不可能な出来事が起こる。
それは歴史の流れをも変えてしまう",greeeen
"今年のMAMA見てて思うのは
J-HOPEくそかっこいいいいいいいいいってのと
BTS",greeeen
"アドベントカレンダーの渋滞が起きてる
レゴは毎年買ってるんだけど、今年はまさかのリンツとロイズのアドベントカレンダーをいただく",greeeen
"それな😇
まだ夏靴だったから
夜勤終わってから冬靴買いに行ってきたわ😇

え！やば！",greeeen
白無効,greeeen
"ひぃやっはぁぁォォォァァ！！
ここ最近食事制限めっちゃ頑張ってた努力が報われて中性脂肪が正常値まで下がる",greeeen
"有難う〜😭😭😭😭きおさんのおかげや
ちなまに今日の10面ダイスが20出る",greeeen
自分もモニターが当たる,greeeen
コンビニの窓ガラスが割れてない,greeeen
こんなかわいい笑顔が世界には存在する,greeeen
全部はいる,greeeen
まさかの11時は休み時間,greeeen
色厳選したバトンサケブシッポ使えなくて悲しんでたけど、厳選中についでに捕まえた色クエスパトラで代用できる,greeeen
スプラのアプデのタイミングで学校が昼まで,greeeen
この２つのツイートが並ぶ,greeeen
"さくらさんありがとうございます！！
1だらけ",greeeen
土生ちゃん、むーちゃん、るんちゃん、ほのちゃん、れなぁが同時にグループに在籍している,greeeen
結果はこちら。アクスタ尾形引けて良かった‼︎真ん中除いて両端が一緒,greeeen
そういえば昨夜パブロで12キル0デス,greeeen
"そだよ！！！ラキドロ！！！！
欲しくても中々出ない人も沢山いるんだよー
わたしなんて３つ（１つソロ写真2枚入）買って
ジン君以外の6人が来る",greeeen
